;org:resource;ticket;phase;created;endtime;priority;issuetype;concept:name;time:timestamp;@@index;case:concept:name
634;QA; IMA  3777;AcIog;2021-12-22 10:26:27.475000+00:00;2021-12-22 15:23:38.466000+00:00;Major;Task;AcIog;2021-12-22 10:26:27.475000+00:00;832; IMA  3777
635;QA; IMA  3777;AcP;2021-12-22 15:23:38.466000+00:00;2021-12-22 15:23:57.339000+00:00;Major;Task;AcP;2021-12-22 15:23:38.466000+00:00;833; IMA  3777
636;QA; IMA  3777;WIog;2021-12-22 15:23:57.339000+00:00;2021-12-23 10:26:33.419000+00:00;Major;Task;WIog;2021-12-22 15:23:57.339000+00:00;834; IMA  3777
637;Front End Developer; IMA  3777;AcP;2021-12-23 10:26:33.419000+00:00;2021-12-23 10:46:12.127000+00:00;Major;Task;AcP;2021-12-23 10:26:33.419000+00:00;835; IMA  3777
638;QA; IMA  3777;AcIog;2021-12-23 10:46:12.127000+00:00;2021-12-23 11:07:48.082000+00:00;Major;Task;AcIog;2021-12-23 10:46:12.127000+00:00;836; IMA  3777
639;QA; IMA  3777;AcD;2021-12-23 11:07:48.082000+00:00;2021-12-23 11:07:48.082000+00:00;Major;Task;AcD;2021-12-23 11:07:48.082000+00:00;837; IMA  3777
640;PO; IMA  3779;RF;2021-11-30 16:04:58.770000+00:00;2021-11-30 16:06:14.119000+00:00;Major;Task;RF;2021-11-30 16:04:58.770000+00:00;838; IMA  3779
641;PO; IMA  3779;RFW;2021-11-30 16:06:14.119000+00:00;2021-12-23 15:30:44.483000+00:00;Major;Task;RFW;2021-11-30 16:06:14.119000+00:00;839; IMA  3779
642;Front End Developer; IMA  3779;WIog;2021-12-23 15:30:44.483000+00:00;2022-03-23 11:06:49.164000+00:00;Major;Task;WIog;2021-12-23 15:30:44.483000+00:00;840; IMA  3779
643;Front End Developer; IMA  3779;AcP;2022-03-23 11:06:49.164000+00:00;2022-03-28 09:35:59.345000+00:00;Major;Task;AcP;2022-03-23 11:06:49.164000+00:00;841; IMA  3779
644;QA; IMA  3779;AcIog;2022-03-28 09:35:59.345000+00:00;2022-03-28 12:15:41.495000+00:00;Major;Task;AcIog;2022-03-28 09:35:59.345000+00:00;842; IMA  3779
645;QA; IMA  3779;AcD;2022-03-28 12:15:41.495000+00:00;2022-03-28 12:15:41.495000+00:00;Major;Task;AcD;2022-03-28 12:15:41.495000+00:00;843; IMA  3779
646;Front End Developer; IMA  3780;RFW;2021-11-05 09:52:12.709000+00:00;2021-11-05 09:52:17.669000+00:00;Critical;Bug;RFW;2021-11-05 09:52:12.709000+00:00;844; IMA  3780
647;Front End Developer; IMA  3780;WIog;2021-11-05 09:52:17.669000+00:00;2021-11-05 15:55:23.426000+00:00;Critical;Bug;WIog;2021-11-05 09:52:17.669000+00:00;845; IMA  3780
648;Front End Developer; IMA  3780;AcP;2021-11-05 15:55:23.426000+00:00;2021-11-05 15:55:36.419000+00:00;Critical;Bug;AcP;2021-11-05 15:55:23.426000+00:00;846; IMA  3780
649;Front End Developer; IMA  3780;AcIog;2021-11-05 15:55:36.419000+00:00;2021-11-05 15:55:40.837000+00:00;Critical;Bug;AcIog;2021-11-05 15:55:36.419000+00:00;847; IMA  3780
650;Front End Developer; IMA  3780;AcD;2021-11-05 15:55:40.837000+00:00;2021-11-05 15:55:40.837000+00:00;Critical;Bug;AcD;2021-11-05 15:55:40.837000+00:00;848; IMA  3780
651;Front End Developer; IMA  3781;RFW;2021-10-11 18:08:23.233000+00:00;2021-10-11 18:08:25.789000+00:00;Major;Bug;RFW;2021-10-11 18:08:23.233000+00:00;849; IMA  3781
652;Front End Developer; IMA  3781;WIog;2021-10-11 18:08:25.789000+00:00;2021-10-13 19:15:21.901000+00:00;Major;Bug;WIog;2021-10-11 18:08:25.789000+00:00;850; IMA  3781
653;Front End Developer; IMA  3781;AcP;2021-10-13 19:15:21.901000+00:00;2021-10-14 10:57:18.616000+00:00;Major;Bug;AcP;2021-10-13 19:15:21.901000+00:00;851; IMA  3781
654;QA; IMA  3781;AcIog;2021-10-14 10:57:18.616000+00:00;2021-10-14 16:41:06.590000+00:00;Major;Bug;AcIog;2021-10-14 10:57:18.616000+00:00;852; IMA  3781
655;QA; IMA  3781;AcD;2021-10-14 16:41:06.590000+00:00;2021-10-14 16:41:06.590000+00:00;Major;Bug;AcD;2021-10-14 16:41:06.590000+00:00;853; IMA  3781
656;PO; IMA  3782;RFW;2021-10-13 11:57:39.668000+00:00;2021-10-26 14:34:43.848000+00:00;Major;Bug;RFW;2021-10-13 11:57:39.668000+00:00;854; IMA  3782
657;Front End Developer; IMA  3782;WIog;2021-10-26 14:34:43.848000+00:00;2021-10-28 14:14:00.684000+00:00;Major;Bug;WIog;2021-10-26 14:34:43.848000+00:00;855; IMA  3782
658;Front End Developer; IMA  3782;AcP;2021-10-28 14:14:00.684000+00:00;2021-10-31 16:46:02.447000+00:00;Major;Bug;AcP;2021-10-28 14:14:00.684000+00:00;856; IMA  3782
659;QA; IMA  3782;AcIog;2021-10-31 16:46:02.447000+00:00;2021-11-01 11:39:25.093000+00:00;Major;Bug;AcIog;2021-10-31 16:46:02.447000+00:00;857; IMA  3782
660;QA; IMA  3782;AcD;2021-11-01 11:39:25.093000+00:00;2021-11-01 11:39:25.093000+00:00;Major;Bug;AcD;2021-11-01 11:39:25.093000+00:00;858; IMA  3782
661;PO; IMA  3783;RFW;2021-10-13 12:41:19.919000+00:00;2021-11-03 11:38:43.168000+00:00;Must;Task;RFW;2021-10-13 12:41:19.919000+00:00;859; IMA  3783
662;PO; IMA  3783;WIog;2021-11-03 11:38:43.168000+00:00;2021-11-24 08:12:39.688000+00:00;Must;Task;WIog;2021-11-03 11:38:43.168000+00:00;860; IMA  3783
663;PO; IMA  3783;Closed;2021-11-24 08:12:39.688000+00:00;2021-11-24 08:12:39.688000+00:00;Must;Task;Closed;2021-11-24 08:12:39.688000+00:00;861; IMA  3783
664;Data Analyst; IMA  3786;RF;2021-10-19 10:09:44.910000+00:00;2021-10-19 15:45:24.502000+00:00;Major;Task;RF;2021-10-19 10:09:44.910000+00:00;879; IMA  3786
665;PO; IMA  3786;RFW;2021-10-19 15:45:24.502000+00:00;2021-10-27 13:24:14.614000+00:00;Major;Task;RFW;2021-10-19 15:45:24.502000+00:00;880; IMA  3786
666;Front End Developer; IMA  3786;WIog;2021-10-27 13:24:14.614000+00:00;2021-10-28 11:54:58.143000+00:00;Major;Task;WIog;2021-10-27 13:24:14.614000+00:00;881; IMA  3786
667;Front End Developer; IMA  3786;AcP;2021-10-28 11:54:58.143000+00:00;2021-10-28 12:23:50.396000+00:00;Major;Task;AcP;2021-10-28 11:54:58.143000+00:00;882; IMA  3786
668;QA; IMA  3786;AcIog;2021-10-28 12:23:50.396000+00:00;2021-10-29 15:40:05.298000+00:00;Major;Task;AcIog;2021-10-28 12:23:50.396000+00:00;883; IMA  3786
669;QA; IMA  3786;AcD;2021-10-29 15:40:05.298000+00:00;2021-10-29 15:40:05.298000+00:00;Major;Task;AcD;2021-10-29 15:40:05.298000+00:00;884; IMA  3786
670;Data Analyst; IMA  3787;RF;2021-10-19 10:12:52.881000+00:00;2021-10-19 15:45:05.475000+00:00;Major;Task;RF;2021-10-19 10:12:52.881000+00:00;885; IMA  3787
671;PO; IMA  3787;RFW;2021-10-19 15:45:05.475000+00:00;2021-10-27 18:12:38.328000+00:00;Major;Task;RFW;2021-10-19 15:45:05.475000+00:00;886; IMA  3787
672;Front End Developer; IMA  3787;WIog;2021-10-27 18:12:38.328000+00:00;2021-10-27 18:12:54.593000+00:00;Major;Task;WIog;2021-10-27 18:12:38.328000+00:00;887; IMA  3787
673;Front End Developer; IMA  3787;AcP;2021-10-27 18:12:54.593000+00:00;2021-10-27 18:13:09.966000+00:00;Major;Task;AcP;2021-10-27 18:12:54.593000+00:00;888; IMA  3787
674;Front End Developer; IMA  3787;AcIog;2021-10-27 18:13:09.966000+00:00;2021-10-27 18:13:16.235000+00:00;Major;Task;AcIog;2021-10-27 18:13:09.966000+00:00;889; IMA  3787
675;Front End Developer; IMA  3787;AcD;2021-10-27 18:13:16.235000+00:00;2021-10-27 18:13:16.235000+00:00;Major;Task;AcD;2021-10-27 18:13:16.235000+00:00;890; IMA  3787
676;PO; IMA  3788;RF;2021-10-19 17:15:28.641000+00:00;2021-11-02 16:57:28.988000+00:00;Major;Task;RF;2021-10-19 17:15:28.641000+00:00;891; IMA  3788
677;PO; IMA  3788;RFW;2021-11-02 16:57:28.988000+00:00;2021-11-03 08:55:35.994000+00:00;Major;Task;RFW;2021-11-02 16:57:28.988000+00:00;892; IMA  3788
678;Front End Developer; IMA  3788;WIog;2021-11-03 08:55:35.994000+00:00;2021-11-03 17:01:31.627000+00:00;Major;Task;WIog;2021-11-03 08:55:35.994000+00:00;893; IMA  3788
679;Front End Developer; IMA  3788;AcP;2021-11-03 17:01:31.627000+00:00;2021-11-04 10:25:14.124000+00:00;Major;Task;AcP;2021-11-03 17:01:31.627000+00:00;894; IMA  3788
680;QA; IMA  3788;AcIog;2021-11-04 10:25:14.124000+00:00;2021-11-04 12:43:09.656000+00:00;Major;Task;AcIog;2021-11-04 10:25:14.124000+00:00;895; IMA  3788
681;QA; IMA  3788;AcD;2021-11-04 12:43:09.656000+00:00;2021-11-04 12:43:09.656000+00:00;Major;Task;AcD;2021-11-04 12:43:09.656000+00:00;896; IMA  3788
682;PO; IMA  3790;RF;2021-11-30 11:05:07.406000+00:00;2021-11-30 15:53:16.116000+00:00;Major;Task;RF;2021-11-30 11:05:07.406000+00:00;897; IMA  3790
683;PO; IMA  3790;RFW;2021-11-30 15:53:16.116000+00:00;2021-12-21 10:18:08.462000+00:00;Major;Task;RFW;2021-11-30 15:53:16.116000+00:00;898; IMA  3790
684;PO; IMA  3790;Plan;2021-12-21 10:18:08.462000+00:00;2021-12-21 10:18:19.046000+00:00;Major;Task;Plan;2021-12-21 10:18:08.462000+00:00;899; IMA  3790
685;PO; IMA  3790;Closed;2021-12-21 10:18:19.046000+00:00;2021-12-21 10:18:19.046000+00:00;Major;Task;Closed;2021-12-21 10:18:19.046000+00:00;900; IMA  3790
686;Front End Developer; IMA  3792;RFW;2021-10-20 11:12:24.805000+00:00;2021-10-20 11:12:27.161000+00:00;Major;Task;RFW;2021-10-20 11:12:24.805000+00:00;901; IMA  3792
687;Front End Developer; IMA  3792;WIog;2021-10-20 11:12:27.161000+00:00;2021-10-21 09:18:08.277000+00:00;Major;Task;WIog;2021-10-20 11:12:27.161000+00:00;902; IMA  3792
688;Front End Developer; IMA  3792;AcP;2021-10-21 09:18:08.277000+00:00;2021-10-21 10:14:20.313000+00:00;Major;Task;AcP;2021-10-21 09:18:08.277000+00:00;903; IMA  3792
689;QA; IMA  3792;AcIog;2021-10-21 10:14:20.313000+00:00;2021-10-26 09:14:13.119000+00:00;Major;Task;AcIog;2021-10-21 10:14:20.313000+00:00;904; IMA  3792
690;QA; IMA  3792;AcD;2021-10-26 09:14:13.119000+00:00;2021-10-26 09:14:13.119000+00:00;Major;Task;AcD;2021-10-26 09:14:13.119000+00:00;905; IMA  3792
691;Front End Developer; IMA  3793;Plan;2021-10-21 12:35:06.003000+00:00;2021-10-21 12:35:08.455000+00:00;Critical;Bug;Plan;2021-10-21 12:35:06.003000+00:00;906; IMA  3793
692;Front End Developer; IMA  3793;RFW;2021-10-21 12:35:08.455000+00:00;2021-10-21 13:23:35.778000+00:00;Critical;Bug;RFW;2021-10-21 12:35:08.455000+00:00;907; IMA  3793
693;Front End Developer; IMA  3793;WIog;2021-10-21 13:23:35.778000+00:00;2021-10-21 22:17:38.918000+00:00;Critical;Bug;WIog;2021-10-21 13:23:35.778000+00:00;908; IMA  3793
694;Front End Developer; IMA  3793;AcP;2021-10-21 22:17:38.918000+00:00;2021-10-22 10:49:24.372000+00:00;Critical;Bug;AcP;2021-10-21 22:17:38.918000+00:00;909; IMA  3793
695;QA; IMA  3793;AcIog;2021-10-22 10:49:24.372000+00:00;2021-10-22 15:06:28.471000+00:00;Critical;Bug;AcIog;2021-10-22 10:49:24.372000+00:00;910; IMA  3793
696;QA; IMA  3793;AcD;2021-10-22 15:06:28.471000+00:00;2021-10-22 15:06:28.471000+00:00;Critical;Bug;AcD;2021-10-22 15:06:28.471000+00:00;911; IMA  3793
697;Front End Developer; IMA  3794;RFW;2021-10-21 14:36:25.553000+00:00;2021-10-21 14:36:27.774000+00:00;Major;Task;RFW;2021-10-21 14:36:25.553000+00:00;912; IMA  3794
698;Front End Developer; IMA  3794;WIog;2021-10-21 14:36:27.774000+00:00;2021-10-22 10:42:27.978000+00:00;Major;Task;WIog;2021-10-21 14:36:27.774000+00:00;913; IMA  3794
699;Front End Developer; IMA  3794;AcP;2021-10-22 10:42:27.978000+00:00;2021-10-22 10:42:36.359000+00:00;Major;Task;AcP;2021-10-22 10:42:27.978000+00:00;914; IMA  3794
700;Front End Developer; IMA  3794;AcIog;2021-10-22 10:42:36.359000+00:00;2021-10-22 10:42:41.981000+00:00;Major;Task;AcIog;2021-10-22 10:42:36.359000+00:00;915; IMA  3794
701;Front End Developer; IMA  3794;AcD;2021-10-22 10:42:41.981000+00:00;2021-10-22 10:42:41.981000+00:00;Major;Task;AcD;2021-10-22 10:42:41.981000+00:00;916; IMA  3794
702;Front End Developer; IMA  3795;RFW;2021-10-21 16:05:53.290000+00:00;2021-10-21 16:39:48.173000+00:00;Major;Bug;RFW;2021-10-21 16:05:53.290000+00:00;917; IMA  3795
703;Front End Developer; IMA  3795;WIog;2021-10-21 16:39:48.173000+00:00;2021-10-21 16:41:12.417000+00:00;Major;Bug;WIog;2021-10-21 16:39:48.173000+00:00;918; IMA  3795
704;Front End Developer; IMA  3795;AcP;2021-10-21 16:41:12.417000+00:00;2021-10-21 16:46:06.973000+00:00;Major;Bug;AcP;2021-10-21 16:41:12.417000+00:00;919; IMA  3795
705;Front End Developer; IMA  3795;AcIog;2021-10-21 16:46:06.973000+00:00;2021-10-21 16:47:47.303000+00:00;Major;Bug;AcIog;2021-10-21 16:46:06.973000+00:00;920; IMA  3795
706;Front End Developer; IMA  3795;AcD;2021-10-21 16:47:47.303000+00:00;2021-10-21 16:47:47.303000+00:00;Major;Bug;AcD;2021-10-21 16:47:47.303000+00:00;921; IMA  3795
707;Front End Developer; IMA  3796;RFW;2021-10-25 16:24:46.129000+00:00;2021-10-25 16:26:15.553000+00:00;Major;Task;RFW;2021-10-25 16:24:46.129000+00:00;922; IMA  3796
708;Front End Developer; IMA  3796;WIog;2021-10-25 16:26:15.553000+00:00;2021-10-26 15:54:32.103000+00:00;Major;Task;WIog;2021-10-25 16:26:15.553000+00:00;923; IMA  3796
709;Front End Developer; IMA  3796;AcP;2021-10-26 15:54:32.103000+00:00;2021-10-26 16:47:31.311000+00:00;Major;Task;AcP;2021-10-26 15:54:32.103000+00:00;924; IMA  3796
710;QA; IMA  3796;AcIog;2021-10-26 16:47:31.311000+00:00;2021-10-26 17:10:13.473000+00:00;Major;Task;AcIog;2021-10-26 16:47:31.311000+00:00;925; IMA  3796
711;QA; IMA  3796;AcD;2021-10-26 17:10:13.473000+00:00;2021-10-26 17:10:13.473000+00:00;Major;Task;AcD;2021-10-26 17:10:13.473000+00:00;926; IMA  3796
712;PO; IMA  3800;RFW;2021-10-26 08:01:37.527000+00:00;2021-10-26 11:29:37.266000+00:00;Must;Task;RFW;2021-10-26 08:01:37.527000+00:00;927; IMA  3800
713;Front End Developer; IMA  3800;WIog;2021-10-26 11:29:37.266000+00:00;2021-10-26 12:18:48.367000+00:00;Must;Task;WIog;2021-10-26 11:29:37.266000+00:00;928; IMA  3800
714;Front End Developer; IMA  3800;AcP;2021-10-26 12:18:48.367000+00:00;2021-10-26 13:36:33.441000+00:00;Must;Task;AcP;2021-10-26 12:18:48.367000+00:00;929; IMA  3800
715;QA; IMA  3800;AcIog;2021-10-26 13:36:33.441000+00:00;2021-10-26 13:36:38.290000+00:00;Must;Task;AcIog;2021-10-26 13:36:33.441000+00:00;930; IMA  3800
716;QA; IMA  3800;AcD;2021-10-26 13:36:38.290000+00:00;2021-10-26 13:36:38.290000+00:00;Must;Task;AcD;2021-10-26 13:36:38.290000+00:00;931; IMA  3800
717;PO; IMA  3801;RF;2021-10-19 13:00:41.911000+00:00;2021-10-26 13:57:03.187000+00:00;Major;Task;RF;2021-10-19 13:00:41.911000+00:00;932; IMA  3801
718;PO; IMA  3801;RFW;2021-10-26 13:57:03.187000+00:00;2021-10-28 13:01:02.229000+00:00;Major;Task;RFW;2021-10-26 13:57:03.187000+00:00;933; IMA  3801
719;Front End Developer; IMA  3801;WIog;2021-10-28 13:01:02.229000+00:00;2021-12-16 12:04:34.829000+00:00;Major;Task;WIog;2021-10-28 13:01:02.229000+00:00;934; IMA  3801
720;PO; IMA  3801;Closed;2021-12-16 12:04:34.829000+00:00;2021-12-16 12:04:34.829000+00:00;Major;Task;Closed;2021-12-16 12:04:34.829000+00:00;935; IMA  3801
721;Front End Developer; IMA  3803;RFW;2021-10-27 16:14:05.765000+00:00;2021-10-27 16:14:07.870000+00:00;Major;Task;RFW;2021-10-27 16:14:05.765000+00:00;936; IMA  3803
722;Front End Developer; IMA  3803;WIog;2021-10-27 16:14:07.870000+00:00;2021-10-28 17:37:17.166000+00:00;Major;Task;WIog;2021-10-27 16:14:07.870000+00:00;937; IMA  3803
723;Front End Developer; IMA  3803;AcP;2021-10-28 17:37:17.166000+00:00;2021-10-28 17:37:20.753000+00:00;Major;Task;AcP;2021-10-28 17:37:17.166000+00:00;938; IMA  3803
724;Front End Developer; IMA  3803;AcIog;2021-10-28 17:37:20.753000+00:00;2021-10-28 17:37:25.329000+00:00;Major;Task;AcIog;2021-10-28 17:37:20.753000+00:00;939; IMA  3803
725;Front End Developer; IMA  3803;AcD;2021-10-28 17:37:25.329000+00:00;2021-10-28 17:37:25.329000+00:00;Major;Task;AcD;2021-10-28 17:37:25.329000+00:00;940; IMA  3803
726;Front End Developer; IMA  3804;RFW;2021-10-27 10:51:45.168000+00:00;2021-10-27 10:58:36.128000+00:00;Major;Task;RFW;2021-10-27 10:51:45.168000+00:00;941; IMA  3804
727;Front End Developer; IMA  3804;WIog;2021-10-27 10:58:36.128000+00:00;2021-11-02 19:34:43.989000+00:00;Major;Task;WIog;2021-10-27 10:58:36.128000+00:00;942; IMA  3804
728;Front End Developer; IMA  3804;Closed;2021-11-02 19:34:43.989000+00:00;2021-11-02 19:34:43.989000+00:00;Major;Task;Closed;2021-11-02 19:34:43.989000+00:00;943; IMA  3804
729;Front End Developer; IMA  3805;RFW;2021-10-27 17:42:23.438000+00:00;2021-10-27 17:42:25.615000+00:00;Major;Bug;RFW;2021-10-27 17:42:23.438000+00:00;944; IMA  3805
730;Front End Developer; IMA  3805;WIog;2021-10-27 17:42:25.615000+00:00;2021-10-28 15:27:14.410000+00:00;Major;Bug;WIog;2021-10-27 17:42:25.615000+00:00;945; IMA  3805
731;Front End Developer; IMA  3805;AcP;2021-10-28 15:27:14.410000+00:00;2021-10-28 15:36:00.927000+00:00;Major;Bug;AcP;2021-10-28 15:27:14.410000+00:00;946; IMA  3805
732;QA; IMA  3805;AcIog;2021-10-28 15:36:00.927000+00:00;2021-10-29 14:38:30.344000+00:00;Major;Bug;AcIog;2021-10-28 15:36:00.927000+00:00;947; IMA  3805
733;QA; IMA  3805;AcD;2021-10-29 14:38:30.344000+00:00;2021-10-29 14:38:30.344000+00:00;Major;Bug;AcD;2021-10-29 14:38:30.344000+00:00;948; IMA  3805
734;Front End Developer; IMA  3806;RFW;2021-10-27 18:11:23.814000+00:00;2021-10-27 18:11:26.443000+00:00;Major;Bug;RFW;2021-10-27 18:11:23.814000+00:00;949; IMA  3806
735;Front End Developer; IMA  3806;WIog;2021-10-27 18:11:26.443000+00:00;2021-10-28 11:56:20.274000+00:00;Major;Bug;WIog;2021-10-27 18:11:26.443000+00:00;950; IMA  3806
736;Front End Developer; IMA  3806;AcP;2021-10-28 11:56:20.274000+00:00;2021-10-28 12:23:22.640000+00:00;Major;Bug;AcP;2021-10-28 11:56:20.274000+00:00;951; IMA  3806
737;QA; IMA  3806;AcIog;2021-10-28 12:23:22.640000+00:00;2021-10-29 14:23:12.030000+00:00;Major;Bug;AcIog;2021-10-28 12:23:22.640000+00:00;952; IMA  3806
738;QA; IMA  3806;AcD;2021-10-29 14:23:12.030000+00:00;2021-10-29 14:23:12.030000+00:00;Major;Bug;AcD;2021-10-29 14:23:12.030000+00:00;953; IMA  3806
739;PO; IMA  3807;RFW;2021-10-28 12:15:47.222000+00:00;2021-11-04 13:22:00.978000+00:00;Major;Task;RFW;2021-10-28 12:15:47.222000+00:00;954; IMA  3807
740;Front End Developer; IMA  3807;WIog;2021-11-04 13:22:00.978000+00:00;2021-11-04 16:06:48.724000+00:00;Major;Task;WIog;2021-11-04 13:22:00.978000+00:00;955; IMA  3807
741;Front End Developer; IMA  3807;AcP;2021-11-04 16:06:48.724000+00:00;2021-11-08 08:33:25.574000+00:00;Major;Task;AcP;2021-11-04 16:06:48.724000+00:00;956; IMA  3807
742;QA; IMA  3807;AcIog;2021-11-08 08:33:25.574000+00:00;2021-11-08 11:41:47.987000+00:00;Major;Task;AcIog;2021-11-08 08:33:25.574000+00:00;957; IMA  3807
743;QA; IMA  3807;AcD;2021-11-08 11:41:47.987000+00:00;2021-11-08 11:41:47.987000+00:00;Major;Task;AcD;2021-11-08 11:41:47.987000+00:00;958; IMA  3807
744;Data Analyst; IMA  3808;RF;2021-10-28 13:36:23.206000+00:00;2021-11-05 13:52:16.527000+00:00;Major;Task;RF;2021-10-28 13:36:23.206000+00:00;959; IMA  3808
745;PO; IMA  3808;Plan;2021-11-05 13:52:16.527000+00:00;2021-11-05 13:53:05.405000+00:00;Major;Task;Plan;2021-11-05 13:52:16.527000+00:00;960; IMA  3808
746;PO; IMA  3808;Closed;2021-11-05 13:53:05.405000+00:00;2021-11-05 13:53:05.405000+00:00;Major;Task;Closed;2021-11-05 13:53:05.405000+00:00;961; IMA  3808
747;PO; IMA  3811;RF;2021-11-30 16:00:06.034000+00:00;2022-06-07 10:34:57.050000+00:00;Major;Task;RF;2021-11-30 16:00:06.034000+00:00;962; IMA  3811
748;Front End Developer; IMA  3811;RFW;2022-06-07 10:34:57.050000+00:00;2022-06-07 10:35:00.859000+00:00;Major;Task;RFW;2022-06-07 10:34:57.050000+00:00;963; IMA  3811
749;Front End Developer; IMA  3811;WIog;2022-06-07 10:35:00.859000+00:00;2022-06-07 10:35:27.680000+00:00;Major;Task;WIog;2022-06-07 10:35:00.859000+00:00;964; IMA  3811
750;Front End Developer; IMA  3811;AcP;2022-06-07 10:35:27.680000+00:00;2022-06-07 10:35:33.138000+00:00;Major;Task;AcP;2022-06-07 10:35:27.680000+00:00;965; IMA  3811
751;Front End Developer; IMA  3811;AcIog;2022-06-07 10:35:33.138000+00:00;2022-06-07 10:35:41.528000+00:00;Major;Task;AcIog;2022-06-07 10:35:33.138000+00:00;966; IMA  3811
752;Front End Developer; IMA  3811;AcD;2022-06-07 10:35:41.528000+00:00;2022-06-07 10:35:41.528000+00:00;Major;Task;AcD;2022-06-07 10:35:41.528000+00:00;967; IMA  3811
753;Front End Developer; IMA  3812;RFW;2021-11-08 10:15:49.090000+00:00;2021-11-08 10:15:52.524000+00:00;Major;Bug;RFW;2021-11-08 10:15:49.090000+00:00;968; IMA  3812
754;Front End Developer; IMA  3812;WIog;2021-11-08 10:15:52.524000+00:00;2021-11-09 17:15:18.016000+00:00;Major;Bug;WIog;2021-11-08 10:15:52.524000+00:00;969; IMA  3812
755;Front End Developer; IMA  3812;AcP;2021-11-09 17:15:18.016000+00:00;2021-11-10 13:57:24.163000+00:00;Major;Bug;AcP;2021-11-09 17:15:18.016000+00:00;970; IMA  3812
756;QA; IMA  3812;AcIog;2021-11-10 13:57:24.163000+00:00;2021-11-12 14:06:34.860000+00:00;Major;Bug;AcIog;2021-11-10 13:57:24.163000+00:00;971; IMA  3812
757;QA; IMA  3812;AcD;2021-11-12 14:06:34.860000+00:00;2021-11-12 14:06:34.860000+00:00;Major;Bug;AcD;2021-11-12 14:06:34.860000+00:00;972; IMA  3812
758;Front End Developer; IMA  3814;RFW;2022-07-06 16:59:43.637000+00:00;2022-07-06 16:59:46.736000+00:00;Major;Bug;RFW;2022-07-06 16:59:43.637000+00:00;973; IMA  3814
759;Front End Developer; IMA  3814;WIog;2022-07-06 16:59:46.736000+00:00;2022-07-07 13:23:41.492000+00:00;Major;Bug;WIog;2022-07-06 16:59:46.736000+00:00;974; IMA  3814
760;Front End Developer; IMA  3814;AcP;2022-07-07 13:23:41.492000+00:00;2022-07-07 14:44:00.269000+00:00;Major;Bug;AcP;2022-07-07 13:23:41.492000+00:00;975; IMA  3814
761;QA; IMA  3814;AcIog;2022-07-07 14:44:00.269000+00:00;2022-07-12 14:10:01.268000+00:00;Major;Bug;AcIog;2022-07-07 14:44:00.269000+00:00;976; IMA  3814
762;QA; IMA  3814;AcD;2022-07-12 14:10:01.268000+00:00;2022-07-12 14:10:01.268000+00:00;Major;Bug;AcD;2022-07-12 14:10:01.268000+00:00;977; IMA  3814
763;Front End Developer; IMA  3815;RF;2021-11-01 10:52:23.399000+00:00;2021-11-01 10:52:53.711000+00:00;Major;Task;RF;2021-11-01 10:52:23.399000+00:00;978; IMA  3815
764;Front End Developer; IMA  3815;Plan;2021-11-01 10:52:53.711000+00:00;2021-11-01 10:53:00.679000+00:00;Major;Task;Plan;2021-11-01 10:52:53.711000+00:00;979; IMA  3815
765;Front End Developer; IMA  3815;RFW;2021-11-01 10:53:00.679000+00:00;2021-11-01 10:53:14.014000+00:00;Major;Task;RFW;2021-11-01 10:53:00.679000+00:00;980; IMA  3815
766;Front End Developer; IMA  3815;WIog;2021-11-01 10:53:14.014000+00:00;2021-11-09 17:01:47.190000+00:00;Major;Task;WIog;2021-11-01 10:53:14.014000+00:00;981; IMA  3815
767;Front End Developer; IMA  3815;Closed;2021-11-09 17:01:47.190000+00:00;2021-11-09 17:01:47.190000+00:00;Major;Task;Closed;2021-11-09 17:01:47.190000+00:00;982; IMA  3815
768;PO; IMA  3816;RF;2021-11-03 17:28:22.478000+00:00;2021-11-04 10:51:12.992000+00:00;Major;Bug;RF;2021-11-03 17:28:22.478000+00:00;983; IMA  3816
769;Front End Developer; IMA  3816;RFW;2021-11-04 10:51:12.992000+00:00;2021-11-04 10:51:16.134000+00:00;Major;Bug;RFW;2021-11-04 10:51:12.992000+00:00;984; IMA  3816
770;Front End Developer; IMA  3816;WIog;2021-11-04 10:51:16.134000+00:00;2021-11-04 17:50:17.474000+00:00;Major;Bug;WIog;2021-11-04 10:51:16.134000+00:00;985; IMA  3816
771;Front End Developer; IMA  3816;AcP;2021-11-04 17:50:17.474000+00:00;2021-11-08 08:32:53.871000+00:00;Major;Bug;AcP;2021-11-04 17:50:17.474000+00:00;986; IMA  3816
772;QA; IMA  3816;AcIog;2021-11-08 08:32:53.871000+00:00;2021-11-08 12:46:34.459000+00:00;Major;Bug;AcIog;2021-11-08 08:32:53.871000+00:00;987; IMA  3816
773;QA; IMA  3816;AcD;2021-11-08 12:46:34.459000+00:00;2021-11-08 12:46:34.459000+00:00;Major;Bug;AcD;2021-11-08 12:46:34.459000+00:00;988; IMA  3816
774;PO; IMA  3817;RFW;2021-11-03 08:53:21.742000+00:00;2021-11-03 10:46:15.305000+00:00;Critical;Bug;RFW;2021-11-03 08:53:21.742000+00:00;989; IMA  3817
775;Front End Developer; IMA  3817;WIog;2021-11-03 10:46:15.305000+00:00;2021-11-04 14:34:55.492000+00:00;Critical;Bug;WIog;2021-11-03 10:46:15.305000+00:00;990; IMA  3817
